trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.1, 'e': 0.9833021775801796}",25,5,-49.80638164333649,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",1
184,False,"{'a': 0.1, 'e': 0.9831197056650174}",25,0,-50.41094461520998,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
185,False,"{'a': 0.1, 'e': 0.9829362506302315}",30,0,-115.59856616861562,"{0: 19, 1: 6, 2: 3, 3: 0, 4: 2}",0
186,False,"{'a': 0.1, 'e': 0.9827518126592768}",20,0,-73.40866998869663,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
187,False,"{'a': 0.1, 'e': 0.9825663919365915}",20,0,-63.66071480150536,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
188,False,"{'a': 0.1, 'e': 0.9823799886475959}",25,0,-98.24469484564824,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
189,False,"{'a': 0.1, 'e': 0.9821926029786937}",35,24,-58.508622040197444,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 1}",1
190,False,"{'a': 0.1, 'e': 0.9820042351172703}",30,0,-85.74584999249524,"{0: 22, 1: 2, 2: 3, 3: 2, 4: 1}",0
191,False,"{'a': 0.1, 'e': 0.9818148852516937}",25,0,-19.068257624207824,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
192,False,"{'a': 0.1, 'e': 0.9816245535713135}",20,0,-97.1586486937751,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
193,False,"{'a': 0.1, 'e': 0.9814332402664617}",25,13,-2.7670399349058465,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
194,False,"{'a': 0.1, 'e': 0.9812409455284513}",25,0,-199.34334302478342,"{0: 15, 1: 2, 2: 2, 3: 3, 4: 3}",0
195,False,"{'a': 0.1, 'e': 0.9810476695495772}",25,0,-215.0754871082078,"{0: 11, 1: 2, 2: 8, 3: 1, 4: 3}",0
196,False,"{'a': 0.1, 'e': 0.9808534125231153}",20,0,-63.92608270934113,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
197,False,"{'a': 0.1, 'e': 0.9806581746433226}",30,0,-121.13660201541039,"{0: 20, 1: 1, 2: 6, 3: 2, 4: 1}",0
198,False,"{'a': 0.1, 'e': 0.9804619561054371}",20,0,-76.8187697183329,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
199,False,"{'a': 0.1, 'e': 0.9802647571056771}",25,0,-202.03484320383188,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 4}",0
200,False,"{'a': 0.1, 'e': 0.9800665778412416}",20,0,-85.4538854001556,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
201,False,"{'a': 0.1, 'e': 0.97986741851031}",20,0,-108.9745658325791,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
202,False,"{'a': 0.1, 'e': 0.9796672793120416}",30,3,-221.5918495286797,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 4}",1
203,False,"{'a': 0.1, 'e': 0.9794661604465754}",25,0,-160.66941131239835,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
204,False,"{'a': 0.1, 'e': 0.9792640621150305}",25,0,-99.63440856656021,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
205,False,"{'a': 0.1, 'e': 0.9790609845195051}",20,0,-110.57668239085058,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
206,False,"{'a': 0.1, 'e': 0.9788569278630767}",20,0,-132.77089408367704,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
207,False,"{'a': 0.1, 'e': 0.978651892349802}",25,0,-84.18879260950506,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
208,False,"{'a': 0.1, 'e': 0.9784458781847165}",30,12,-78.78504667080264,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 1}",1
209,False,"{'a': 0.1, 'e': 0.9782388855738344}",20,0,-83.6384192659687,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 0}",0
210,False,"{'a': 0.1, 'e': 0.9780309147241483}",25,12,-80.12536425507777,"{0: 7, 1: 2, 2: 2, 3: 1, 4: 1}",1
211,False,"{'a': 0.1, 'e': 0.9778219658436289}",25,0,-101.78056780718536,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
212,False,"{'a': 0.1, 'e': 0.9776120391412251}",20,0,-113.52369055266897,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
213,False,"{'a': 0.1, 'e': 0.9774011348268636}",20,8,-79.47795545653327,"{0: 6, 1: 0, 2: 5, 3: 0, 4: 1}",1
214,False,"{'a': 0.1, 'e': 0.9771892531114489}",30,0,-212.85719849006568,"{0: 14, 1: 2, 2: 10, 3: 2, 4: 2}",0
215,False,"{'a': 0.1, 'e': 0.9769763942068623}",20,0,-55.04048554885718,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
216,False,"{'a': 0.1, 'e': 0.9767625583259631}",35,10,-45.17235777218212,"{0: 19, 1: 2, 2: 2, 3: 2, 4: 0}",1
217,False,"{'a': 0.1, 'e': 0.976547745682587}",20,0,-65.75268728493363,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
218,False,"{'a': 0.1, 'e': 0.9763319564915464}",20,0,-156.41877325213278,"{0: 10, 1: 0, 2: 7, 3: 1, 4: 2}",0
219,False,"{'a': 0.1, 'e': 0.9761151909686308}",30,0,-113.25907006948879,"{0: 19, 1: 3, 2: 6, 3: 1, 4: 1}",0
220,False,"{'a': 0.1, 'e': 0.9758974493306055}",20,0,-72.03998880756663,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
221,False,"{'a': 0.1, 'e': 0.9756787317952123}",30,0,-103.79704328429005,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
222,False,"{'a': 0.1, 'e': 0.9754590385811684}",20,0,-49.67168075910113,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
223,False,"{'a': 0.1, 'e': 0.9752383699081674}",20,0,-58.99889598679884,"{0: 10, 1: 5, 2: 5, 3: 0, 4: 0}",0
224,False,"{'a': 0.1, 'e': 0.9750167259968777}",20,0,-209.80804011382997,"{0: 9, 1: 0, 2: 6, 3: 2, 4: 3}",0
225,False,"{'a': 0.1, 'e': 0.9747941070689433}",25,0,-160.76670486306818,"{0: 14, 1: 0, 2: 9, 3: 0, 4: 2}",0
226,False,"{'a': 0.1, 'e': 0.974570513346983}",20,0,-65.45823959502324,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
227,False,"{'a': 0.1, 'e': 0.9743459450545906}",25,0,-141.68600407397386,"{0: 12, 1: 4, 2: 6, 3: 2, 4: 1}",0
228,False,"{'a': 0.1, 'e': 0.9741204024163344}",20,0,-27.940173119624223,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
229,False,"{'a': 0.1, 'e': 0.9738938856577568}",20,0,-62.26300027271209,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
230,False,"{'a': 0.1, 'e': 0.9736663950053749}",25,0,-36.525704796223756,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
231,False,"{'a': 0.1, 'e': 0.9734379306866789}",25,0,-174.70043358113145,"{0: 16, 1: 1, 2: 3, 3: 2, 4: 3}",0
232,False,"{'a': 0.1, 'e': 0.9732084929301336}",25,0,-47.04593595377653,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
233,False,"{'a': 0.1, 'e': 0.9729780819651762}",20,0,-134.46344366777961,"{0: 9, 1: 1, 2: 8, 3: 1, 4: 1}",0
234,False,"{'a': 0.1, 'e': 0.9727466980222181}",30,0,-97.35885284927076,"{0: 16, 1: 5, 2: 9, 3: 0, 4: 0}",0
235,False,"{'a': 0.1, 'e': 0.972514341332643}",25,0,-54.09250731940407,"{0: 16, 1: 5, 2: 3, 3: 1, 4: 0}",0
236,False,"{'a': 0.1, 'e': 0.9722810121288076}",20,0,-143.44453512981667,"{0: 9, 1: 2, 2: 6, 3: 2, 4: 1}",0
237,False,"{'a': 0.1, 'e': 0.9720467106440411}",20,0,-33.216710410901634,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
238,False,"{'a': 0.1, 'e': 0.971811437112645}",35,0,-207.08678433671275,"{0: 18, 1: 3, 2: 10, 3: 2, 4: 2}",0
239,False,"{'a': 0.1, 'e': 0.9715751917698927}",20,0,-124.0874108647854,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
240,False,"{'a': 0.1, 'e': 0.9713379748520296}",35,0,-221.2914168782628,"{0: 23, 1: 1, 2: 6, 3: 1, 4: 4}",0
241,False,"{'a': 0.1, 'e': 0.9710997865962726}",20,0,-119.91579849705978,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 1}",0
242,False,"{'a': 0.1, 'e': 0.97086062724081}",25,0,-104.98136564059021,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
243,False,"{'a': 0.1, 'e': 0.970620497024801}",30,0,-15.416248381821696,"{0: 24, 1: 4, 2: 2, 3: 0, 4: 0}",0
244,False,"{'a': 0.1, 'e': 0.9703793961883759}",20,0,-192.50723758447918,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 4}",0
245,False,"{'a': 0.1, 'e': 0.9701373249726354}",20,0,-102.29604782109824,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
246,False,"{'a': 0.1, 'e': 0.9698942836196508}",20,0,-29.39275611278293,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
247,False,"{'a': 0.1, 'e': 0.9696502723724634}",35,0,-92.77227370581207,"{0: 24, 1: 3, 2: 6, 3: 2, 4: 0}",0
248,False,"{'a': 0.1, 'e': 0.9694052914750845}",25,0,-227.18003065733404,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 5}",0
249,False,"{'a': 0.1, 'e': 0.9691593411724948}",30,0,-178.61816895551365,"{0: 16, 1: 6, 2: 5, 3: 0, 4: 3}",0
250,False,"{'a': 0.1, 'e': 0.9689124217106447}",20,0,-26.465410862582434,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
251,False,"{'a': 0.1, 'e': 0.9686645333364537}",20,0,-147.89666422823404,"{0: 10, 1: 0, 2: 8, 3: 0, 4: 2}",0
252,False,"{'a': 0.1, 'e': 0.9684156762978101}",35,0,-147.8722235067592,"{0: 22, 1: 2, 2: 8, 3: 2, 4: 1}",0
253,False,"{'a': 0.1, 'e': 0.9681658508435709}",25,0,-128.88884297014022,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
254,False,"{'a': 0.1, 'e': 0.9679150572235615}",25,0,-102.22162986297725,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
255,False,"{'a': 0.1, 'e': 0.9676632956885756}",20,0,-100.19338573500887,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
256,False,"{'a': 0.1, 'e': 0.9674105664903746}",20,0,-46.437350091477484,"{0: 11, 1: 6, 2: 3, 3: 0, 4: 0}",0
257,False,"{'a': 0.1, 'e': 0.9671568698816877}",20,0,-128.0855883434421,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
258,False,"{'a': 0.1, 'e': 0.9669022061162116}",20,0,-148.1846116360521,"{0: 9, 1: 2, 2: 5, 3: 3, 4: 1}",0
259,False,"{'a': 0.1, 'e': 0.9666465754486098}",25,0,-165.79256176147118,"{0: 13, 1: 2, 2: 7, 3: 1, 4: 2}",0
260,False,"{'a': 0.1, 'e': 0.9663899781345132}",25,0,-141.22573208650041,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
261,False,"{'a': 0.1, 'e': 0.966132414430519}",25,6,-43.152502842222034,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 0}",1
262,False,"{'a': 0.1, 'e': 0.9658738845941909}",25,19,-0.6246200330807201,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
263,False,"{'a': 0.1, 'e': 0.9656143888840587}",25,0,-107.21337715421234,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
264,False,"{'a': 0.1, 'e': 0.965353927559618}",25,0,-90.47647438051183,"{0: 15, 1: 5, 2: 4, 3: 0, 4: 1}",0
265,False,"{'a': 0.1, 'e': 0.9650925008813303}",20,0,-107.14650806620548,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
266,False,"{'a': 0.1, 'e': 0.9648301091106221}",20,10,-10.978633543569346,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
267,False,"{'a': 0.1, 'e': 0.9645667525098851}",20,0,-106.81179304792512,"{0: 8, 1: 2, 2: 9, 3: 1, 4: 0}",0
268,False,"{'a': 0.1, 'e': 0.9643024313424761}",25,0,-11.316022647469497,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
269,False,"{'a': 0.1, 'e': 0.964037145872716}",20,0,-40.07337555144201,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
270,False,"{'a': 0.1, 'e': 0.9637708963658905}",20,0,-100.42101472382565,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
271,False,"{'a': 0.1, 'e': 0.9635036830882489}",20,0,-64.88094274407396,"{0: 11, 1: 5, 2: 3, 3: 1, 4: 0}",0
272,False,"{'a': 0.1, 'e': 0.9632355063070045}",20,0,-147.69937765631298,"{0: 8, 1: 0, 2: 9, 3: 3, 4: 0}",0
273,False,"{'a': 0.1, 'e': 0.962966366290334}",25,0,-66.11597570973501,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
274,False,"{'a': 0.1, 'e': 0.9626962633073776}",20,0,-140.90085455362063,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
275,False,"{'a': 0.1, 'e': 0.962425197628238}",20,0,-48.880744158786165,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
276,False,"{'a': 0.1, 'e': 0.9621531695239809}",25,0,-205.76698763915104,"{0: 12, 1: 3, 2: 5, 3: 2, 4: 3}",0
277,False,"{'a': 0.1, 'e': 0.9618801792666346}",20,0,-124.91864024727501,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 1}",0
278,False,"{'a': 0.1, 'e': 0.9616062271291891}",30,0,-205.8759274166053,"{0: 18, 1: 2, 2: 5, 3: 2, 4: 3}",0
279,False,"{'a': 0.1, 'e': 0.9613313133855966}",25,0,-38.54277828183033,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
280,False,"{'a': 0.1, 'e': 0.9610554383107709}",20,7,9.540586148886861,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
281,False,"{'a': 0.1, 'e': 0.960778602180587}",20,0,-51.34739236036936,"{0: 13, 1: 4, 2: 1, 3: 2, 4: 0}",0
282,False,"{'a': 0.1, 'e': 0.960500805271881}",20,0,-69.33554572726713,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
283,False,"{'a': 0.1, 'e': 0.9602220478624497}",20,0,-104.76005138945757,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
284,False,"{'a': 0.1, 'e': 0.9599423302310505}",35,0,-278.39694319889634,"{0: 19, 1: 2, 2: 7, 3: 3, 4: 4}",0
285,False,"{'a': 0.1, 'e': 0.9596616526574011}",25,0,-158.00471446663164,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
286,False,"{'a': 0.1, 'e': 0.9593800154221791}",30,0,-194.79251240104904,"{0: 15, 1: 2, 2: 10, 3: 1, 4: 2}",0
287,False,"{'a': 0.1, 'e': 0.9590974188070215}",20,11,-79.9424488982982,"{0: 4, 1: 1, 2: 2, 3: 1, 4: 1}",1
288,False,"{'a': 0.1, 'e': 0.9588138630945251}",20,0,-56.255355769301104,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
289,False,"{'a': 0.1, 'e': 0.9585293485682455}",20,0,-132.55417811825376,"{0: 8, 1: 4, 2: 6, 3: 1, 4: 1}",0
290,False,"{'a': 0.1, 'e': 0.9582438755126972}",35,7,-134.86466939425145,"{0: 18, 1: 2, 2: 5, 3: 1, 4: 2}",1
291,False,"{'a': 0.1, 'e': 0.9579574442133532}",30,0,-127.49134761946533,"{0: 17, 1: 2, 2: 10, 3: 0, 4: 1}",0
292,False,"{'a': 0.1, 'e': 0.9576700549566448}",25,0,-46.83568364195993,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
293,False,"{'a': 0.1, 'e': 0.9573817080299614}",20,0,-90.56276634898643,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
294,False,"{'a': 0.1, 'e': 0.9570924037216496}",25,0,-97.87561101220236,"{0: 16, 1: 1, 2: 5, 3: 3, 4: 0}",0
295,False,"{'a': 0.1, 'e': 0.9568021423210139}",20,6,-51.90071135079799,"{0: 7, 1: 1, 2: 6, 3: 0, 4: 0}",1
296,False,"{'a': 0.1, 'e': 0.9565109241183156}",20,0,1.7274740096196912,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
297,False,"{'a': 0.1, 'e': 0.9562187494047729}",25,0,-100.57064286137899,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
298,False,"{'a': 0.1, 'e': 0.9559256184725605}",20,0,-52.04494513645374,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
299,False,"{'a': 0.1, 'e': 0.9556315316148093}",20,0,-138.24189647997667,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
300,False,"{'a': 0.1, 'e': 0.955336489125606}",20,0,-102.49922336076278,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
301,False,"{'a': 0.1, 'e': 0.9550404912999932}",20,0,-162.06143957622504,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 4}",0
302,False,"{'a': 0.1, 'e': 0.9547435384339689}",25,0,-53.8657443271339,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
303,False,"{'a': 0.1, 'e': 0.9544456308244855}",20,0,-63.698033886067094,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
304,False,"{'a': 0.1, 'e': 0.9541467687694509}",20,0,-125.60819867058484,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
305,False,"{'a': 0.1, 'e': 0.9538469525677271}",25,0,-143.11681878948718,"{0: 13, 1: 0, 2: 10, 3: 1, 4: 1}",0
306,False,"{'a': 0.1, 'e': 0.9535461825191301}",20,0,-143.60593165025202,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 2}",0
307,False,"{'a': 0.1, 'e': 0.9532444589244301}",20,0,-54.10880388629413,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",0
308,False,"{'a': 0.1, 'e': 0.9529417820853506}",20,0,-77.87460055433762,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
309,False,"{'a': 0.1, 'e': 0.9526381523045685}",20,0,-70.77554008952124,"{0: 10, 1: 3, 2: 7, 3: 0, 4: 0}",0
310,False,"{'a': 0.1, 'e': 0.9523335698857134}",25,0,-105.95004547408509,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
311,False,"{'a': 0.1, 'e': 0.9520280351333678}",35,5,-113.47375081344899,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",1
312,False,"{'a': 0.1, 'e': 0.9517215483530664}",20,0,-146.19400268667184,"{0: 12, 1: 0, 2: 4, 3: 2, 4: 2}",0
313,False,"{'a': 0.1, 'e': 0.9514141098512959}",25,0,-71.59689084125041,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
314,False,"{'a': 0.1, 'e': 0.951105719935495}",30,0,-180.50795835238895,"{0: 15, 1: 4, 2: 9, 3: 0, 4: 2}",0
315,False,"{'a': 0.1, 'e': 0.9507963789140532}",25,0,-215.10459544304848,"{0: 13, 1: 1, 2: 5, 3: 3, 4: 3}",0
316,False,"{'a': 0.1, 'e': 0.9504860870963119}",35,0,-219.78718619722625,"{0: 22, 1: 1, 2: 6, 3: 3, 4: 3}",0
317,False,"{'a': 0.1, 'e': 0.9501748447925626}",25,0,-125.04492449767514,"{0: 16, 1: 2, 2: 3, 3: 3, 4: 1}",0
318,False,"{'a': 0.1, 'e': 0.9498626523140478}",25,0,-162.1100786186887,"{0: 14, 1: 3, 2: 4, 3: 2, 4: 2}",0
319,False,"{'a': 0.1, 'e': 0.9495495099729597}",20,0,-149.51378679975787,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
320,False,"{'a': 0.1, 'e': 0.9492354180824408}",25,0,-110.13057582728274,"{0: 17, 1: 0, 2: 5, 3: 2, 4: 1}",0
321,False,"{'a': 0.1, 'e': 0.948920376956583}",35,0,-214.4535733626094,"{0: 18, 1: 1, 2: 13, 3: 1, 4: 2}",0
322,False,"{'a': 0.1, 'e': 0.9486043869104273}",25,0,-145.69307998779001,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
323,False,"{'a': 0.1, 'e': 0.9482874482599637}",30,0,-162.38119177215228,"{0: 17, 1: 4, 2: 5, 3: 2, 4: 2}",0
324,False,"{'a': 0.1, 'e': 0.9479695613221308}",20,0,-91.95758988365913,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
325,False,"{'a': 0.1, 'e': 0.9476507264148157}",20,2,-88.73538429493563,"{0: 10, 1: 1, 2: 4, 3: 3, 4: 0}",1
326,False,"{'a': 0.1, 'e': 0.9473309438568531}",25,0,-209.32392024068943,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 5}",0
327,False,"{'a': 0.1, 'e': 0.9470102139680256}",20,0,-77.42858528309073,"{0: 10, 1: 2, 2: 8, 3: 0, 4: 0}",0
328,False,"{'a': 0.1, 'e': 0.9466885370690631}",25,0,-61.492049343282474,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
329,False,"{'a': 0.1, 'e': 0.9463659134816423}",20,0,-91.31450817144399,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
330,False,"{'a': 0.1, 'e': 0.946042343528387}",20,0,-46.572965561445656,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
331,False,"{'a': 0.1, 'e': 0.9457178275328669}",20,0,-95.10558019971262,"{0: 10, 1: 3, 2: 5, 3: 2, 4: 0}",0
332,False,"{'a': 0.1, 'e': 0.9453923658195982}",20,0,-86.91764788602923,"{0: 10, 1: 6, 2: 3, 3: 0, 4: 1}",0
333,False,"{'a': 0.1, 'e': 0.9450659587140423}",25,0,-93.11022712671137,"{0: 12, 1: 8, 2: 3, 3: 2, 4: 0}",0
334,False,"{'a': 0.1, 'e': 0.9447386065426066}",20,0,-186.3904043309127,"{0: 11, 1: 0, 2: 4, 3: 2, 4: 3}",0
335,False,"{'a': 0.1, 'e': 0.944410309632643}",20,0,-101.95354648446873,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
336,False,"{'a': 0.1, 'e': 0.9440810683124485}",35,0,-152.5318977954363,"{0: 21, 1: 0, 2: 11, 3: 3, 4: 0}",0
337,False,"{'a': 0.1, 'e': 0.9437508829112643}",30,0,-182.05365133282768,"{0: 20, 1: 1, 2: 4, 3: 2, 4: 3}",0
338,False,"{'a': 0.1, 'e': 0.9434197537592759}",25,0,-59.43336366369093,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
339,False,"{'a': 0.1, 'e': 0.9430876811876123}",20,0,-102.35204711971355,"{0: 11, 1: 0, 2: 8, 3: 0, 4: 1}",0
340,False,"{'a': 0.1, 'e': 0.9427546655283462}",20,0,-42.88536527910176,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
341,False,"{'a': 0.1, 'e': 0.9424207071144931}",20,0,-67.63399320750175,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
342,False,"{'a': 0.1, 'e': 0.9420858062800114}",30,0,-30.037347712434254,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 0}",0
343,False,"{'a': 0.1, 'e': 0.941749963359802}",20,0,-39.830412392277566,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
344,False,"{'a': 0.1, 'e': 0.9414131786897076}",25,10,-24.74190231666973,"{0: 9, 1: 4, 2: 2, 3: 0, 4: 0}",1
345,False,"{'a': 0.1, 'e': 0.941075452606513}",25,0,-141.77430658767372,"{0: 13, 1: 2, 2: 7, 3: 2, 4: 1}",0
346,False,"{'a': 0.1, 'e': 0.9407367854479443}",25,2,-126.70710317930491,"{0: 13, 1: 1, 2: 6, 3: 2, 4: 1}",1
347,False,"{'a': 0.1, 'e': 0.9403971775526684}",25,0,-209.29768452072264,"{0: 11, 1: 4, 2: 6, 3: 1, 4: 3}",0
348,False,"{'a': 0.1, 'e': 0.9400566292602934}",25,0,-171.26919284544186,"{0: 12, 1: 2, 2: 8, 3: 1, 4: 2}",0
349,False,"{'a': 0.1, 'e': 0.9397151409113674}",25,0,-116.01124644275498,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
350,False,"{'a': 0.1, 'e': 0.9393727128473789}",25,0,-97.32054967449915,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
351,False,"{'a': 0.1, 'e': 0.9390293454107558}",30,0,-149.4551947886316,"{0: 18, 1: 4, 2: 5, 3: 1, 4: 2}",0
352,False,"{'a': 0.1, 'e': 0.9386850389448655}",25,0,-152.10536901829633,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 3}",0
353,False,"{'a': 0.1, 'e': 0.9383397937940146}",20,0,-82.79241265291365,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
354,False,"{'a': 0.1, 'e': 0.937993610303448}",25,0,-162.11952436587515,"{0: 15, 1: 2, 2: 3, 3: 3, 4: 2}",0
355,False,"{'a': 0.1, 'e': 0.9376464888193493}",25,0,-188.74565509710018,"{0: 14, 1: 1, 2: 6, 3: 1, 4: 3}",0
356,False,"{'a': 0.1, 'e': 0.9372984296888399}",20,0,-61.68808963635938,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
357,False,"{'a': 0.1, 'e': 0.9369494332599789}",35,0,-90.44857383523566,"{0: 28, 1: 0, 2: 5, 3: 0, 4: 2}",0
358,False,"{'a': 0.1, 'e': 0.9365994998817627}",25,0,-51.49773632916897,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
359,False,"{'a': 0.1, 'e': 0.9362486299041247}",20,0,-188.9947500620407,"{0: 11, 1: 0, 2: 4, 3: 2, 4: 3}",0
360,False,"{'a': 0.1, 'e': 0.9358968236779348}",25,0,-119.99552057157392,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
361,False,"{'a': 0.1, 'e': 0.9355440815549994}",25,0,-90.05581591633667,"{0: 15, 1: 1, 2: 8, 3: 1, 4: 0}",0
362,False,"{'a': 0.1, 'e': 0.9351904038880602}",20,0,-51.20005246343173,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
363,False,"{'a': 0.1, 'e': 0.9348357910307951}",25,6,-155.3934806669973,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 3}",1
364,False,"{'a': 0.1, 'e': 0.9344802433378168}",20,0,-127.15092053474031,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
365,False,"{'a': 0.1, 'e': 0.9341237611646731}",25,0,-147.3404405906875,"{0: 12, 1: 0, 2: 12, 3: 0, 4: 1}",0
366,False,"{'a': 0.1, 'e': 0.933766344867846}",35,1,-146.505941075592,"{0: 21, 1: 4, 2: 7, 3: 0, 4: 2}",1
